Mat. Date;Sold; Sold Amount ;Bought; Bought Amount ; Rate 
27-07-2018;DKK;57.344.000;JPY;1.000.000.000;0,0573
30-07-2018;SAR;15.000.000;DKK;25.477.500;1,6985
30-07-2018;DKK;756.206;KES;11.852.763;0,0638
30-07-2018;MXN;25.000.000;DKK;8.507.500;0,3403
30-07-2018;USD;50.000.000;DKK;318.552.000;6,371
30-07-2018;USD;50.000.000;DKK;318.605.000;6,3721
30-07-2018;DKK;2.382.352;INR;25.447.584;0,0936
31-07-2018;DKK;67.609.505;GBP;8.000.000;8,4512
31-07-2018;DKK;16.883.320;GBP;2.000.000;8,4417
31-07-2018;JPY;1.000.000.000;DKK;57.342.770;0,0573
31-07-2018;JPY;1.000.000.000;DKK;57.340.770;0,0573
31-07-2018;JPY;300.000.000;DKK;17.296.500;0,0577
31-07-2018;DKK;1.001.686;INR;10.716.088;0,0935
01-08-2018;DKK;318.164.550;USD;50.000.000;6,3633
02-08-2018;DKK;300.970.250;USD;50.000.000;6,0194
03-08-2018;EUR;50.000.000;DKK;372.582.240;7,4516
06-08-2018;DKK;310.796.855;USD;50.000.000;6,2159
06-08-2018;USD;30.000.000;DKK;192.761.847;6,4254
07-08-2018;DKK;311.810.250;USD;50.000.000;6,2362
07-08-2018;DKK;192.747.600;USD;30.000.000;6,4249
07-08-2018;JPY;500.000.000;DKK;28.926.500;0,0579
07-08-2018;DKK;257.591.600;USD;40.000.000;6,4398
07-08-2018;DKK;28.942.500;JPY;500.000.000;0,0579
08-08-2018;DKK;31.065.765;AED;17.650.000;1,7601
08-08-2018;CZK;50.000.000;DKK;14.525.000;0,2905
09-08-2018;DKK;300.778.750;USD;50.000.000;6,0156
09-08-2018;DKK;1.569.605;KES;24.334.954;0,0645
09-08-2018;DKK;7.537.652;ILS;4.318.086;1,7456
09-08-2018;DKK;3.423.655;MAD;4.990.388;0,6861
10-08-2018;CNH;50.000.000;DKK;47.613.200;0,9523
13-08-2018;DKK;310.603.615;USD;50.000.000;6,2121
13-08-2018;USD;50.000.000;DKK;321.738.500;6,4348
14-08-2018;DKK;311.628.815;USD;50.000.000;6,2326
15-08-2018;DKK;311.261.970;USD;50.000.000;6,2252
15-08-2018;DKK;539.469;RSD;8.504.953;0,0634
15-08-2018;DKK;1.039.187;RSD;16.385.792;0,0634
15-08-2018;DKK;29.418.500;JPY;500.000.000;0,0588
15-08-2018;TRY;5.000.000;DKK;4.739.500;0,9479
15-08-2018;TRY;5.000.000;DKK;4.738.500;0,9477
16-08-2018;DKK;11.486.390;RON;7.167.347;1,6026
16-08-2018;DKK;863.609;INR;9.194.671;0,0939
16-08-2018;DKK;561.414;INR;5.979.424;0,0939
17-08-2018;DKK;503.269;HRK;500.930;1,0047
20-08-2018;DKK;311.204.730;USD;50.000.000;6,2241
22-08-2018;DKK;29.538.500;JPY;500.000.000;0,0591
23-08-2018;DKK;3.129.446;INR;33.291.975;0,094
23-08-2018;USD;50.000.000;DKK;323.664.000;6,4733
24-08-2018;CZK;50.000.000;DKK;14.490.000;0,2898
27-08-2018;DKK;311.783.770;USD;50.000.000;6,2357
28-08-2018;CNH;15.000.000;DKK;13.681.485;0,9121
28-08-2018;CNH;50.000.000;DKK;45.968.250;0,9194
28-08-2018;DKK;313.290.825;USD;50.000.000;6,2658
29-08-2018;EUR;16.835.435;USD;20.000.000;1,188
29-08-2018;DKK;313.448.865;USD;50.000.000;6,269
29-08-2018;DKK;330.008;RSD;5.204.354;0,0634
29-08-2018;SAR;30.000.000;DKK;51.261.000;1,7087
29-08-2018;RUB;300.000.000;DKK;28.641.000;0,0955
31-08-2018;DKK;34.391.736;JPY;600.000.000;0,0573
31-08-2018;USD;5.637.743;DKK;36.061.033;6,3964
04-09-2018;DKK;241.294;RSD;3.811.313;0,0633
04-09-2018;DKK;2.504.949;INR;27.557.192;0,0909
07-09-2018;CZK;70.000.000;DKK;20.265.000;0,2895
10-09-2018;DKK;46.974.350;CNH;50.000.000;0,9395
10-09-2018;DKK;372.882.905;EUR;50.000.000;7,4577
12-09-2018;DKK;321.007.300;USD;50.000.000;6,4201
12-09-2018;DKK;2.918.744;MAD;4.258.454;0,6854
12-09-2018;DKK;33.303.519;AED;18.958.000;1,7567
13-09-2018;DKK;1.854.857;KES;28.839.299;0,0643
13-09-2018;ZAR;75.000.000;DKK;31.987.500;0,4265
14-09-2018;DKK;46.954.950;CNH;50.000.000;0,9391
19-09-2018;DKK;316.121.640;USD;50.000.000;6,3224
19-09-2018;DKK;1.787.310;INR;19.992.278;0,0894
20-09-2018;USD;50.000.000;DKK;318.696.000;6,3739
20-09-2018;CZK;70.000.000;DKK;20.517.000;0,2931
21-09-2018;DKK;839.771;RSD;13.266.521;0,0633
21-09-2018;DKK;593.191;RSD;9.371.103;0,0633
24-09-2018;AED;200.000;DKK;347.000;1,735
24-09-2018;AED;8.400.000;DKK;14.574.000;1,735
25-09-2018;USD;50.000.000;DKK;317.205.500;6,3441
26-09-2018;CNH;100.000.000;DKK;91.556.700;0,9156
26-09-2018;DKK;318.255.155;USD;50.000.000;6,3651
26-09-2018;CNH;100.000.000;DKK;92.860.700;0,9286
26-09-2018;DKK;92.614.000;CNH;100.000.000;0,9261
26-09-2018;DKK;92.734.000;CNH;100.000.000;0,9273
26-09-2018;DKK;92.613.100;CNH;100.000.000;0,9261
26-09-2018;DKK;92.563.100;CNH;100.000.000;0,9256
27-09-2018;CNH;55.000.000;DKK;53.939.875;0,9807
27-09-2018;USD;50.000.000;DKK;316.586.000;6,3317
27-09-2018;USD;50.000.000;DKK;316.704.000;6,3341
28-09-2018;CAD;5.000.000;DKK;24.071.613;4,8143
28-09-2018;CNH;100.000.000;DKK;92.583.900;0,9258
28-09-2018;CNH;100.000.000;DKK;92.703.900;0,927
28-09-2018;DKK;317.132.375;USD;50.000.000;6,3426
28-09-2018;DKK;316.560.415;USD;50.000.000;6,3312
28-09-2018;DKK;316.678.415;USD;50.000.000;6,3336
28-09-2018;DKK;1.137.800;INR;12.944.250;0,0879
30-09-2018;DKK;24.976.920;GBP;3.000.000;8,3256
01-10-2018;DKK;2.269.109;INR;25.668.652;0,0884
01-10-2018;DKK;39.545.800;JPY;700.000.000;0,0565
02-10-2018;DKK;513.098;RSD;8.113.501;0,0632
02-10-2018;DKK;136.968;RSD;2.166.182;0,0632
04-10-2018;DKK;322.589.065;USD;50.000.000;6,4518
04-10-2018;DKK;653.483;INR;7.342.500;0,089
04-10-2018;TRY;21.000.000;DKK;22.579.200;1,0752
05-10-2018;DKK;26.129.920;CHF;4.000.000;6,5325
05-10-2018;DKK;34.080.600;JPY;600.000.000;0,0568
09-10-2018;DKK;32.439.750;AED;18.500.000;1,7535
09-10-2018;DKK;4.296.163;MAD;6.217.492;0,691
10-10-2018;DKK;11.365.200;JPY;200.000.000;0,0568
10-10-2018;DKK;1.898.495;KES;29.198.627;0,065
10-10-2018;DKK;591.923;RSD;9.377.744;0,0631
10-10-2018;DKK;326.228.010;USD;50.000.000;6,5246
10-10-2018;DKK;326.204.510;USD;50.000.000;6,5241
11-10-2018;SAR;25.000.000;DKK;43.445.000;1,7378
12-10-2018;DKK;575.557;INR;6.525.584;0,0882
16-10-2018;SAR;14.000.000;DKK;24.014.200;1,7153
16-10-2018;DKK;608.454;INR;6.930.000;0,0878
17-10-2018;EUR;7.721.411;JPY;1.000.000.000;129,51
18-10-2018;USD;50.000.000;DKK;326.007.040;6,5201
18-10-2018;USD;50.000.000;DKK;325.983.570;6,5197
18-10-2018;CNH;100.000.000;DKK;93.100.000;0,931
22-10-2018;USD;50.000.000;DKK;323.976.000;6,4795
22-10-2018;USD;50.000.000;DKK;324.115.500;6,4823
22-10-2018;USD;50.000.000;DKK;324.162.500;6,4833
23-10-2018;DKK;6.319.282;INR;70.606.500;0,0895
23-10-2018;DKK;1.831.445;INR;20.463.068;0,0895
23-10-2018;DKK;3.544.957;INR;39.608.461;0,0895
23-10-2018;TRY;3.394.138;DKK;3.906.653;1,151
24-10-2018;DKK;316.766.455;USD;50.000.000;6,3353
26-10-2018;DKK;46.761.550;CNH;50.000.000;0,9352
26-10-2018;DKK;923.144;RSD;14.606.712;0,0632
26-10-2018;DKK;2.373.716;INR;26.257.921;0,0904
30-10-2018;PLN;20.000.000;DKK;34.558.000;1,7279
31-10-2018;JPY;700.000.000;DKK;39.218.760;0,056
31-10-2018;JPY;200.000.000;DKK;11.366.562;0,0568
31-10-2018;DKK;57.930.000;JPY;1.000.000.000;0,0579
31-10-2018;DKK;526.677;INR;5.838.986;0,0902
01-11-2018;DKK;224.223;RSD;3.539.995;0,0633
01-11-2018;DKK;1.082.022;INR;12.035.845;0,0899
02-11-2018;CNH;75.000.000;DKK;70.785.150;0,9438
05-11-2018;ILS;5.000.000;DKK;8.838.500;1,7677
06-11-2018;USD;40.000.000;DKK;246.798.000;6,17
06-11-2018;DKK;318.372.610;USD;50.000.000;6,3675
06-11-2018;CNH;100.000.000;DKK;94.750.000;0,9475
06-11-2018;DKK;19.920.000;THB;100.000.000;0,1992
07-11-2018;DKK;34.236.166;AED;19.178.850;1,7851
08-11-2018;SAR;30.000.000;DKK;52.203.000;1,7401
09-11-2018;DKK;2.904.233;KES;44.876.590;0,0647
13-11-2018;PLN;20.000.000;DKK;34.764.000;1,7382
13-11-2018;DKK;4.709.394;MAD;6.748.917;0,6978
14-11-2018;DKK;9.974.609;ILS;5.558.743;1,7944
14-11-2018;CNH;50.000.000;DKK;47.555.000;0,9511
15-11-2018;DKK;95.470.000;CNH;100.000.000;0,9547
15-11-2018;USD;50.000.000;DKK;331.155.500;6,6231
16-11-2018;DKK;15.794.607;RON;9.860.536;1,6018
19-11-2018;USD;50.000.000;DKK;330.021.000;6,6004
19-11-2018;USD;50.000.000;DKK;330.077.500;6,6016
20-11-2018;ILS;5.000.000;DKK;8.861.000;1,7722
21-11-2018;SAR;20.000.000;DKK;34.820.000;1,741
22-11-2018;DKK;1.441.902;INR;15.621.904;0,0923
23-11-2018;CZK;70.000.000;DKK;20.062.000;0,2866
26-11-2018;DKK;92.669.600;CNH;100.000.000;0,9267
26-11-2018;DKK;94.570.300;CNH;100.000.000;0,9457
26-11-2018;ILS;58.938;DKK;103.437;1,755
26-11-2018;DKK;7.242.200;SEK;10.000.000;0,7242
26-11-2018;USD;50.000.000;DKK;327.049.500;6,541
27-11-2018;CNH;35.000.000;DKK;34.050.835;0,9729
27-11-2018;DKK;315.529.565;USD;50.000.000;6,3106
27-11-2018;DKK;1.525.253;RSD;24.101.329;0,0633
28-11-2018;DKK;315.556.150;USD;50.000.000;6,3111
29-11-2018;CNH;100.000.000;DKK;91.781.300;0,9178
29-11-2018;DKK;154.312;AED;86.473;1,7845
30-11-2018;CAD;3.000.000;DKK;14.413.500;4,8045
30-11-2018;JPY;300.000.000;DKK;16.807.425;0,056
04-12-2018;USD;45.000.000;DKK;277.273.503;6,1616
04-12-2018;DKK;1.083.136;INR;11.461.759;0,0945
04-12-2018;DKK;405.369;RSD;6.398.880;0,0634
04-12-2018;DKK;154.365;RSD;2.436.709;0,0634
05-12-2018;DKK;329.647.970;USD;50.000.000;6,593
05-12-2018;DKK;1.848.871;INR;19.585.500;0,0944
06-12-2018;DKK;526.837;INR;5.616.600;0,0938
07-12-2018;CAD;3.000.000;DKK;14.469.246;4,8231
07-12-2018;DKK;32.943.750;CHF;5.000.000;6,5888
07-12-2018;DKK;1.813.395;INR;19.353.203;0,0937
07-12-2018;DKK;1.748.449;INR;18.640.179;0,0938
07-12-2018;DKK;526.218;INR;5.610.000;0,0938
10-12-2018;DKK;29.177.000;JPY;500.000.000;0,0584
10-12-2018;DKK;43.200.551;AED;24.193.857;1,7856
10-12-2018;USD;50.000.000;DKK;328.048.990;6,561
11-12-2018;DKK;328.023.000;USD;50.000.000;6,5605
12-12-2018;DKK;601.853;INR;6.492.485;0,0927
12-12-2018;USD;50.000.000;DKK;327.688.240;6,5538
12-12-2018;USD;50.000.000;DKK;328.474.240;6,5695
13-12-2018;DKK;5.356.500;AED;3.000.000;1,7855
13-12-2018;DKK;327.662.000;USD;50.000.000;6,5532
13-12-2018;GBP;5.000.000;DKK;41.368.800;8,2738
13-12-2018;DKK;328.448.000;USD;50.000.000;6,569
14-12-2018;DKK;2.484.034;KES;38.086.996;0,0652
17-12-2018;DKK;329.265.645;USD;50.000.000;6,5853
17-12-2018;CNH;60.000.000;DKK;57.270.000;0,9545
18-12-2018;USD;50.000.000;DKK;311.837.500;6,2368
18-12-2018;DKK;10.898.550;SEK;15.000.000;0,7266
18-12-2018;EUR;7.802.686;JPY;1.000.000.000;128,161
19-12-2018;USD;20.000.000;DKK;122.355.400;6,1178
19-12-2018;CNH;100.000.000;DKK;94.347.000;0,9435
19-12-2018;DKK;6.229.218;MAD;8.982.807;0,6935
20-12-2018;DKK;828.991;KES;12.734.110;0,0651
20-12-2018;DKK;6.262.200;AED;3.500.000;1,7892
20-12-2018;DKK;46.664.000;JPY;800.000.000;0,0583
21-12-2018;CNH;100.000.000;DKK;91.478.400;0,9148
21-12-2018;DKK;2.105.027;INR;22.322.660;0,0943
21-12-2018;DKK;8.726.359;INR;92.538.270;0,0943
21-12-2018;DKK;32.981.500;CHF;5.000.000;6,5963
27-12-2018;DKK;3.243.470;INR;34.286.154;0,0946
27-12-2018;DKK;327.151.255;USD;50.000.000;6,543
28-12-2018;JPY;1.000.000.000;DKK;55.802.000;0,0558
28-12-2018;USD;50.000.000;DKK;312.475.130;6,2495
28-12-2018;CNH;25.000.000;DKK;23.670.000;0,9468
28-12-2018;NOK;20.000.000;DKK;15.018.000;0,7509
28-12-2018;JPY;1.000.000.000;DKK;58.824.000;0,0588
28-12-2018;JPY;1.000.000.000;DKK;58.817.000;0,0588
28-12-2018;USD;50.000.000;DKK;327.121.000;6,5424
28-12-2018;DKK;229.282.585;USD;35.000.000;6,5509
31-12-2018;DKK;41.346.213;GBP;5.000.000;8,2692
02-01-2019;DKK;315.783.615;USD;50.000.000;6,3157
02-01-2019;USD;35.000.000;DKK;229.153.050;6,5472
02-01-2019;USD;50.000.000;DKK;327.397.500;6,548
02-01-2019;USD;30.000.000;DKK;196.292.400;6,5431
03-01-2019;DKK;558.082;RSD;8.788.685;0,0635
03-01-2019;DKK;631.398;RSD;9.946.407;0,0635
03-01-2019;DKK;141.137;RSD;2.223.332;0,0635
03-01-2019;DKK;2.696.548;INR;28.595.418;0,0943
03-01-2019;DKK;196.632;INR;2.085.177;0,0943
03-01-2019;EUR;50.000.000;DKK;373.359.500;7,4672
04-01-2019;CAD;2.000.000;DKK;9.535.052;4,7675
07-01-2019;DKK;38.031.423;AED;21.327.626;1,7832
07-01-2019;DKK;8.753.000;SAR;5.000.000;1,7506
08-01-2019;USD;50.000.000;DKK;307.405.000;6,1481
08-01-2019;DKK;359.505;RSD;5.674.902;0,0634
08-01-2019;HUF;500.000.000;DKK;11.621.000;0,0232
08-01-2019;SEK;30.000.000;DKK;21.885.600;0,7295
08-01-2019;AUD;15.000.000;DKK;69.273.000;4,6182
09-01-2019;GBP;4.000.000;DKK;32.996.800;8,2492
09-01-2019;USD;50.000.000;DKK;305.956.500;6,1191
10-01-2019;DKK;5.170.310;INR;54.770.232;0,0944
10-01-2019;DKK;1.258.365;INR;13.330.137;0,0944
10-01-2019;DKK;11.755.752;ILS;6.668.039;1,763
11-01-2019;CAD;5.000.000;DKK;23.765.562;4,7531
11-01-2019;JPY;1.000.000.000;DKK;59.890.000;0,0599
14-01-2019;DKK;1.758.904;KES;27.143.579;0,0648
14-01-2019;USD;50.000.000;DKK;323.911.500;6,4782
14-01-2019;USD;25.000.000;DKK;161.942.500;6,4777
15-01-2019;DKK;325.680.005;USD;50.000.000;6,5136
17-01-2019;USD;50.000.000;DKK;325.617.440;6,5123
17-01-2019;DKK;4.931.624;INR;52.914.418;0,0932
18-01-2019;CAD;5.000.000;DKK;23.366.531;4,6733
22-01-2019;DKK;5.342.100;AED;3.000.000;1,7807
22-01-2019;DKK;531.622;HRK;528.399;1,0061
22-01-2019;DKK;6.061.765;MAD;8.740.829;0,6935
23-01-2019;DKK;3.797.061;RSD;59.947.284;0,0633
23-01-2019;JPY;1.000.000.000;DKK;59.926.000;0,0599
23-01-2019;DKK;59.930.000;JPY;1.000.000.000;0,0599
24-01-2019;SAR;15.000.000;DKK;26.284.500;1,7523
24-01-2019;USD;50.000.000;DKK;328.644.000;6,5729
24-01-2019;CAD;5.000.000;DKK;24.680.500;4,9361
25-01-2019;CAD;5.000.000;DKK;23.294.020;4,6588
25-01-2019;USD;50.000.000;DKK;328.524.000;6,5705
28-01-2019;CNH;70.000.000;DKK;65.199.330;0,9314
28-01-2019;DKK;326.634.845;USD;50.000.000;6,5327
28-01-2019;DKK;195.834.588;USD;30.000.000;6,5278
28-01-2019;CNH;50.000.000;DKK;48.256.450;0,9651
29-01-2019;USD;20.000.000;DKK;117.120.682;5,856
29-01-2019;USD;50.000.000;DKK;329.160.500;6,5832
30-01-2019;USD;50.000.000;DKK;327.031.500;6,5406
30-01-2019;USD;50.000.000;DKK;326.927.000;6,5385
31-01-2019;DKK;16.618.140;GBP;2.000.000;8,3091
31-01-2019;JPY;500.000.000;DKK;28.188.000;0,0564
31-01-2019;JPY;1.000.000.000;DKK;55.950.000;0,056
31-01-2019;JPY;200.000.000;DKK;11.209.800;0,056
31-01-2019;JPY;800.000.000;DKK;44.180.032;0,0552
31-01-2019;JPY;1.000.000.000;EUR;7.431.574;134,561
31-01-2019;CNH;100.000.000;DKK;93.723.600;0,9372
31-01-2019;DKK;58.813.700;JPY;1.000.000.000;0,0588
31-01-2019;DKK;58.806.130;JPY;1.000.000.000;0,0588
31-01-2019;JPY;1.000.000.000;DKK;59.817.380;0,0598
31-01-2019;DKK;3.828.615;RSD;60.369.204;0,0634
31-01-2019;DKK;59.617.000;JPY;1.000.000.000;0,0596
31-01-2019;USD;50.000.000;DKK;326.587.500;6,5318
31-01-2019;USD;50.000.000;DKK;326.604.500;6,5321
01-02-2019;USD;40.000.000;DKK;232.246.500;5,8062
01-02-2019;USD;10.000.000;DKK;58.542.097;5,8542
01-02-2019;USD;50.000.000;DKK;326.604.500;6,5321
04-02-2019;USD;50.000.000;DKK;301.428.255;6,0286
04-02-2019;USD;50.000.000;DKK;324.988.500;6,4998
04-02-2019;JPY;1.000.000.000;DKK;59.868.000;0,0599
05-02-2019;USD;50.000.000;DKK;296.378.500;5,9276
05-02-2019;DKK;320.671.960;USD;50.000.000;6,4134
05-02-2019;USD;50.000.000;DKK;325.723.500;6,5145
05-02-2019;USD;50.000.000;DKK;325.559.000;6,5112
06-02-2019;DKK;3.530.328;INR;38.373.132;0,092
06-02-2019;DKK;17.755.000;AED;10.000.000;1,7755
06-02-2019;JPY;500.000.000;DKK;29.656.500;0,0593
07-02-2019;DKK;39.343.982;AED;22.099.636;1,7803
12-02-2019;GBP;2.000.000;DKK;16.547.540;8,2738
12-02-2019;GBP;3.000.000;DKK;24.580.320;8,1934
12-02-2019;DKK;320.605.575;USD;50.000.000;6,4121
12-02-2019;TRY;3.456.421;DKK;4.311.886;1,2475
12-02-2019;DKK;2.659.963;KES;39.879.498;0,0667
13-02-2019;DKK;4.069.096;MAD;5.819.229;0,6993
14-02-2019;DKK;320.595.490;USD;50.000.000;6,4119
14-02-2019;EUR;30.000.000;DKK;223.865.700;7,4622
15-02-2019;DKK;24.644.022;CAD;5.000.000;4,9288
15-02-2019;USD;50.000.000;DKK;329.676.500;6,5935
19-02-2019;USD;40.000.000;DKK;233.358.800;5,834
20-02-2019;DKK;326.412.180;USD;50.000.000;6,5282
21-02-2019;DKK;325.090.035;USD;50.000.000;6,5018
21-02-2019;DKK;10.563.300;SEK;15.000.000;0,7042
22-02-2019;CAD;5.000.000;DKK;23.273.353;4,6547
25-02-2019;DKK;327.691.910;USD;50.000.000;6,5538
25-02-2019;DKK;499.613;RSD;7.877.852;0,0634
25-02-2019;DKK;716.097;RSD;11.291.339;0,0634
25-02-2019;USD;50.000.000;DKK;328.615.500;6,5723
26-02-2019;CNH;50.000.000;DKK;47.839.500;0,9568
26-02-2019;DKK;18.602.481;RON;11.846.450;1,5703
27-02-2019;USD;10.000.000;DKK;59.121.223;5,9121
27-02-2019;CNH;50.000.000;DKK;48.027.900;0,9606
27-02-2019;CNH;50.000.000;DKK;47.989.250;0,9598
27-02-2019;CNH;50.000.000;DKK;48.135.050;0,9627
27-02-2019;CNH;100.000.000;DKK;94.202.500;0,942
27-02-2019;DKK;322.645.640;USD;50.000.000;6,4529
27-02-2019;DKK;161.309.675;USD;25.000.000;6,4524
28-02-2019;JPY;500.000.000;DKK;27.726.500;0,0555
28-02-2019;JPY;500.000.000;DKK;27.974.000;0,0559
28-02-2019;JPY;500.000.000;DKK;27.808.500;0,0556
28-02-2019;JPY;1.000.000.000;DKK;54.855.000;0,0549
28-02-2019;JPY;1.000.000.000;EUR;7.361.873;135,835
28-02-2019;USD;50.000.000;DKK;328.301.000;6,566
28-02-2019;USD;50.000.000;DKK;328.281.000;6,5656
01-03-2019;DKK;325.778.515;USD;50.000.000;6,5156
05-03-2019;USD;50.000.000;DKK;292.301.190;5,846
05-03-2019;DKK;794.569;INR;8.571.407;0,0927
05-03-2019;DKK;346.202;RSD;5.457.153;0,0634
08-03-2019;NOK;25.000.000;DKK;19.022.750;0,7609
08-03-2019;SEK;50.000.000;DKK;35.400.500;0,708
08-03-2019;AUD;10.000.000;DKK;46.390.000;4,639
11-03-2019;DKK;325.750.940;USD;50.000.000;6,515
11-03-2019;DKK;1.849.237;KES;27.670.760;0,0668
13-03-2019;USD;20.000.000;DKK;116.571.532;5,8286
13-03-2019;DKK;328.153.510;USD;50.000.000;6,5631
13-03-2019;DKK;30.837.943;AED;17.074.328;1,8061
19-03-2019;USD;40.000.000;DKK;234.531.600;5,8633
19-03-2019;NOK;14.000.000;DKK;10.784.480;0,7703
19-03-2019;SEK;28.000.000;DKK;19.884.760;0,7102
19-03-2019;DKK;41.359.500;JPY;700.000.000;0,0591
20-03-2019;DKK;327.697.670;USD;50.000.000;6,554
20-03-2019;DKK;810.981;INR;8.377.904;0,0968
20-03-2019;DKK;4.286.832;MAD;6.212.800;0,69
20-03-2019;EUR;50.000.000;DKK;373.117.000;7,4623
20-03-2019;GBP;2.000.000;DKK;17.406.520;8,7033
21-03-2019;DKK;327.110.735;USD;50.000.000;6,5422
21-03-2019;CHF;6.500.000;EUR;5.724.351;1,1355
22-03-2019;DKK;10.737.000;SEK;15.000.000;0,7158
25-03-2019;USD;30.000.000;DKK;175.387.500;5,8463
25-03-2019;DKK;563.700;INR;5.835.407;0,0966
25-03-2019;DKK;4.462.000;AED;2.500.000;1,7848
26-03-2019;DKK;323.254.540;USD;50.000.000;6,4651
27-03-2019;CNH;30.000.000;DKK;28.688.850;0,9563
27-03-2019;TRY;10.000.000;DKK;11.581.000;1,1581
27-03-2019;GBP;3.000.000;DKK;26.183.010;8,7277
28-03-2019;DKK;649.227;RSD;10.219.225;0,0635
28-03-2019;DKK;1.786.486;RSD;28.120.345;0,0635
28-03-2019;USD;50.000.000;DKK;330.473.500;6,6095
29-03-2019;JPY;500.000.000;DKK;27.472.500;0,0549
29-03-2019;JPY;700.000.000;DKK;38.232.600;0,0546
29-03-2019;JPY;1.000.000.000;EUR;7.389.672;135,324
29-03-2019;DKK;11.431.400;JPY;200.000.000;0,0572
29-03-2019;CAD;3.000.000;DKK;13.970.360;4,6568
29-03-2019;JPY;1.000.000.000;DKK;56.771.810;0,0568
29-03-2019;DKK;327.450.225;USD;50.000.000;6,549
29-03-2019;DKK;531.942;RSD;8.370.451;0,0636
01-04-2019;USD;50.000.000;DKK;330.375.585;6,6075
01-04-2019;USD;50.000.000;DKK;332.336.495;6,6467
02-04-2019;DKK;530.413;INR;5.440.133;0,0975
02-04-2019;DKK;464.305;RSD;7.304.988;0,0636
02-04-2019;DKK;111.459;RSD;1.753.884;0,0636
02-04-2019;EUR;4.830.140;JPY;600.000.000;124,22
02-04-2019;DKK;332.305.000;USD;50.000.000;6,6461
03-04-2019;USD;50.000.000;DKK;293.001.500;5,86
03-04-2019;DKK;648.134;INR;6.688.688;0,0969
04-04-2019;USD;25.000.000;DKK;166.176.430;6,6471
05-04-2019;SEK;35.000.000;DKK;25.051.250;0,7158
05-04-2019;TRY;15.000.000;DKK;17.719.500;1,1813
05-04-2019;RUB;150.000.000;DKK;15.262.500;0,1018
05-04-2019;EUR;20.000.000;DKK;149.283.400;7,4642
05-04-2019;DKK;332.440.000;USD;50.000.000;6,6488
08-04-2019;DKK;51.507.290;AED;28.504.311;1,807
09-04-2019;USD;40.000.000;EUR;31.320.226;1,2771
09-04-2019;DKK;3.121.921;KES;46.665.483;0,0669
09-04-2019;CNH;50.000.000;DKK;49.520.000;0,9904
10-04-2019;GBP;2.000.000;DKK;16.544.632;8,2723
10-04-2019;GBP;2.000.000;DKK;16.440.740;8,2204
10-04-2019;DKK;1.952.658;INR;20.172.091;0,0968
10-04-2019;HKD;15.000.000;DKK;12.687.000;0,8458
10-04-2019;PLN;15.000.000;DKK;26.109.000;1,7406
11-04-2019;EUR;3.187.454;JPY;400.000.000;125,492
11-04-2019;DKK;331.032.000;USD;50.000.000;6,6206
11-04-2019;JPY;900.000.000;DKK;53.618.400;0,0596
12-04-2019;CAD;5.000.000;DKK;24.129.328;4,8259
15-04-2019;DKK;326.885.595;USD;50.000.000;6,5377
15-04-2019;USD;50.000.000;DKK;330.907.955;6,6182
15-04-2019;DKK;9.760.662;HRK;9.693.775;1,0069
15-04-2019;DKK;3.236.639;INR;33.505.582;0,0966
15-04-2019;DKK;3.708.226;INR;38.387.428;0,0966
17-04-2019;USD;50.000.000;DKK;332.080.470;6,6416
17-04-2019;DKK;53.614.206;JPY;900.000.000;0,0596
17-04-2019;DKK;7.188.800;AED;4.000.000;1,7972
17-04-2019;DKK;264.200.016;USD;40.000.000;6,605
23-04-2019;USD;40.000.000;DKK;234.231.200;5,8558
23-04-2019;EUR;50.000.000;DKK;373.219.000;7,4644
23-04-2019;EUR;50.000.000;DKK;373.211.000;7,4642
23-04-2019;EUR;50.000.000;DKK;373.212.000;7,4642
23-04-2019;EUR;25.000.000;DKK;186.610.250;7,4644
24-04-2019;USD;40.000.000;DKK;234.124.800;5,8531
24-04-2019;DKK;323.405.300;USD;50.000.000;6,4681
24-04-2019;USD;40.000.000;DKK;264.031.072;6,6008
24-04-2019;AUD;6.280.199;DKK;29.831.572;4,7501
24-04-2019;DKK;7.151.800;SEK;10.000.000;0,7152
24-04-2019;USD;50.000.000;DKK;330.190.000;6,6038
25-04-2019;DKK;5.425.500;AED;3.000.000;1,8085
25-04-2019;DKK;1.360.150;INR;14.138.778;0,0962
25-04-2019;DKK;4.089.736;INR;42.512.853;0,0962
25-04-2019;DKK;8.406.882;INR;87.389.622;0,0962
25-04-2019;DKK;4.872.901;MAD;7.011.369;0,695
25-04-2019;CZK;55.000.000;DKK;15.950.000;0,29
26-04-2019;JPY;500.000.000;DKK;27.428.750;0,0549
26-04-2019;JPY;500.000.000;DKK;27.968.000;0,0559
26-04-2019;CAD;2.000.000;DKK;9.938.275;4,9691
26-04-2019;JPY;200.000.000;DKK;11.926.852;0,0596
29-04-2019;CNH;50.000.000;DKK;46.158.700;0,9232
29-04-2019;USD;50.000.000;DKK;335.444.500;6,7089
30-04-2019;USD;30.000.000;DKK;174.396.600;5,8132
30-04-2019;DKK;325.685.210;USD;50.000.000;6,5137
30-04-2019;DKK;689.470;RSD;10.847.549;0,0636
30-04-2019;DKK;643.682;RSD;10.127.151;0,0636
30-04-2019;USD;50.000.000;DKK;334.930.000;6,6986
02-05-2019;DKK;323.884.795;USD;50.000.000;6,4777
