Mat. Date;Sold; Sold Amount ;Bought; Bought Amount ; Rate 
03-05-2019;DKK;127.773;RSD;2.008.064;0,0636
03-05-2019;DKK;189.285;RSD;2.974.768;0,0636
03-05-2019;DKK;333.152.015;USD;50.000.000;6,663
06-05-2019;RSD;1.750.343;DKK;110.377;0,0631
06-05-2019;RUB;250.000.000;DKK;25.465.000;0,1019
07-05-2019;DKK;323.757.840;USD;50.000.000;6,4752
07-05-2019;DKK;59.208.000;CNH;60.000.000;0,9868
07-05-2019;HUF;500.000.000;DKK;11.536.500;0,0231
07-05-2019;SGD;10.000.000;DKK;49.090.000;4,909
07-05-2019;DKK;334.780.000;USD;50.000.000;6,6956
07-05-2019;SEK;35.000.000;DKK;24.392.900;0,6969
07-05-2019;DKK;200.837.100;USD;30.000.000;6,6946
08-05-2019;USD;50.000.000;DKK;333.000.380;6,66
08-05-2019;USD;50.000.000;DKK;334.750.090;6,695
08-05-2019;USD;30.000.000;DKK;200.819.154;6,694
08-05-2019;DKK;45.437.500;AED;25.000.000;1,8175
08-05-2019;DKK;30.141.500;JPY;500.000.000;0,0603
08-05-2019;HUF;400.000.000;DKK;9.231.200;0,0231
09-05-2019;DKK;322.206.180;USD;50.000.000;6,4441
09-05-2019;NOK;20.000.000;DKK;15.298.800;0,7649
10-05-2019;CAD;3.000.000;DKK;14.182.298;4,7274
10-05-2019;CAD;3.000.000;DKK;14.063.695;4,6879
10-05-2019;CAD;2.000.000;DKK;9.489.077;4,7445
10-05-2019;DKK;902.043;KES;13.523.882;0,0667
13-05-2019;DKK;900.488;KES;13.523.882;0,0666
13-05-2019;DKK;2.586.102;KES;38.839.101;0,0666
14-05-2019;USD;50.000.000;DKK;294.188.775;5,8838
14-05-2019;DKK;878.148;INR;9.204.907;0,0954
15-05-2019;USD;50.000.000;DKK;291.349.000;5,827
15-05-2019;JPY;500.000.000;DKK;30.400.500;0,0608
15-05-2019;USD;40.000.000;DKK;265.317.200;6,6329
16-05-2019;PLN;15.000.000;DKK;26.011.500;1,7341
16-05-2019;DKK;3.060.609;INR;32.115.518;0,0953
20-05-2019;USD;50.000.000;DKK;290.285.000;5,8057
20-05-2019;DKK;3.576.188;MAD;5.160.445;0,693
20-05-2019;DKK;1.172.508;RSD;18.421.172;0,0637
20-05-2019;DKK;732.097;RSD;11.501.911;0,0637
20-05-2019;DKK;48.290.000;CNH;50.000.000;0,9658
20-05-2019;EUR;35.000.000;DKK;261.426.550;7,4693
21-05-2019;DKK;21.496.141;AED;11.783.227;1,8243
22-05-2019;DKK;2.575.364;INR;26.550.140;0,097
23-05-2019;HUF;600.000.000;DKK;13.706.400;0,0228
23-05-2019;USD;50.000.000;DKK;334.894.000;6,6979
23-05-2019;DKK;20.221.740;RON;12.874.349;1,5707
24-05-2019;CAD;4.000.000;DKK;18.874.436;4,7186
24-05-2019;DKK;849.858;INR;8.779.523;0,0968
28-05-2019;DKK;334.068.605;USD;50.000.000;6,6814
28-05-2019;DKK;49.502.100;CNH;50.000.000;0,99
28-05-2019;EUR;30.000.000;DKK;224.032.500;7,4678
29-05-2019;JPY;400.000.000;DKK;22.428.800;0,0561
29-05-2019;DKK;326.597.820;USD;50.000.000;6,532
04-06-2019;USD;20.000.000;DKK;119.022.000;5,9511
04-06-2019;DKK;48.260.000;CNH;50.000.000;0,9652
04-06-2019;DKK;345.736;RSD;5.442.086;0,0635
04-06-2019;EUR;6.105.450;DKK;45.598.554;7,4685
04-06-2019;JPY;200.000.000;DKK;12.254.000;0,0613
04-06-2019;JPY;600.000.000;DKK;36.756.600;0,0613
04-06-2019;DKK;2.740.454;INR;28.427.942;0,0964
07-06-2019;CAD;2.000.000;DKK;9.495.283;4,7476
07-06-2019;JPY;500.000.000;DKK;30.687.000;0,0614
07-06-2019;SEK;50.000.000;DKK;35.141.500;0,7028
07-06-2019;RUB;300.000.000;DKK;30.525.000;0,1018
07-06-2019;HUF;300.000.000;DKK;6.958.800;0,0232
07-06-2019;JPY;500.000.000;DKK;30.726.500;0,0615
07-06-2019;DKK;331.673.275;USD;50.000.000;6,6335
07-06-2019;DKK;165.829.888;USD;25.000.000;6,6332
11-06-2019;DKK;335.620.470;USD;50.000.000;6,7124
11-06-2019;DKK;97.736;AED;54.094;1,8068
11-06-2019;CZK;50.000.000;DKK;14.550.000;0,291
11-06-2019;EUR;30.000.000;DKK;224.058.900;7,4686
12-06-2019;GBP;4.000.000;DKK;33.365.040;8,3413
12-06-2019;GBP;3.000.000;DKK;24.998.910;8,333
12-06-2019;GBP;2.000.000;DKK;16.676.864;8,3384
12-06-2019;USD;50.000.000;DKK;331.532.500;6,6307
12-06-2019;USD;25.000.000;DKK;165.759.500;6,6304
12-06-2019;NOK;35.000.000;DKK;26.683.300;0,7624
12-06-2019;DKK;53.907.000;AED;30.000.000;1,7969
13-06-2019;GBP;3.000.000;DKK;25.166.220;8,3887
13-06-2019;USD;30.000.000;DKK;197.931.600;6,5977
14-06-2019;JPY;200.000.000;DKK;12.176.600;0,0609
17-06-2019;DKK;5.923.517;ILS;3.215.109;1,8424
18-06-2019;GBP;5.000.000;DKK;42.092.320;8,4185
18-06-2019;EUR;20.000.000;DKK;149.349.400;7,4675
19-06-2019;USD;50.000.000;DKK;302.631.500;6,0526
19-06-2019;DKK;2.177.796;KES;32.946.993;0,0661
20-06-2019;DKK;111.547;RSD;1.753.884;0,0636
20-06-2019;DKK;3.998.608;MAD;5.748.017;0,6957
20-06-2019;JPY;600.000.000;DKK;36.831.000;0,0614
20-06-2019;HUF;500.000.000;DKK;11.581.000;0,0232
21-06-2019;DKK;30.735.000;JPY;500.000.000;0,0615
24-06-2019;DKK;1.223.251;INR;12.742.194;0,096
24-06-2019;DKK;96.280.000;CNH;100.000.000;0,9628
24-06-2019;CZK;80.000.000;DKK;23.312.000;0,2914
24-06-2019;JPY;400.000.000;DKK;24.521.200;0,0613
25-06-2019;USD;50.000.000;DKK;303.866.000;6,0773
25-06-2019;RUB;100.000.000;DKK;10.435.000;0,1044
26-06-2019;USD;50.000.000;DKK;303.971.500;6,0794
26-06-2019;CNH;60.000.000;DKK;54.320.940;0,9053
26-06-2019;DKK;3.254.060;AED;1.819.639;1,7883
26-06-2019;USD;50.000.000;DKK;327.662.500;6,5533
26-06-2019;USD;50.000.000;DKK;327.742.000;6,5548
27-06-2019;CNH;50.000.000;DKK;45.457.750;0,9092
27-06-2019;CNH;50.000.000;DKK;45.458.400;0,9092
27-06-2019;DKK;541.536;RSD;8.497.354;0,0637
27-06-2019;DKK;757.200;RSD;11.868.345;0,0638
27-06-2019;DKK;47.640.000;CNH;50.000.000;0,9528
27-06-2019;DKK;47.640.000;CNH;50.000.000;0,9528
28-06-2019;JPY;500.000.000;DKK;28.304.000;0,0566
28-06-2019;JPY;1.000.000.000;DKK;55.915.000;0,0559
28-06-2019;JPY;200.000.000;DKK;11.214.600;0,0561
28-06-2019;DKK;327.605.605;USD;50.000.000;6,5521
28-06-2019;DKK;327.685.145;USD;50.000.000;6,5537
28-06-2019;EUR;30.000.000;DKK;223.950.600;7,465
28-06-2019;RUB;600.000.000;DKK;62.448.000;0,1041
30-06-2019;DKK;41.649.350;GBP;5.000.000;8,3299
01-07-2019;USD;50.000.000;DKK;328.195.500;6,5639
01-07-2019;USD;30.000.000;DKK;196.983.300;6,5661
02-07-2019;USD;10.000.000;DKK;61.238.600;6,1239
02-07-2019;DKK;18.260.400;JPY;300.000.000;0,0609
02-07-2019;DKK;406.152;RSD;6.388.050;0,0636
02-07-2019;DKK;122.975;RSD;1.934.185;0,0636
03-07-2019;USD;30.000.000;DKK;182.408.700;6,0803
03-07-2019;USD;50.000.000;DKK;304.635.000;6,0927
03-07-2019;DKK;35.878.000;AED;20.000.000;1,7939
03-07-2019;SEK;50.000.000;DKK;35.380.000;0,7076
03-07-2019;HUF;500.000.000;DKK;11.557.000;0,0231
05-07-2019;CNH;50.000.000;DKK;48.101.450;0,962
05-07-2019;DKK;2.644.909;INR;27.493.857;0,0962
05-07-2019;DKK;2.127.780;INR;22.118.290;0,0962
05-07-2019;EUR;20.000.000;DKK;149.277.200;7,4639
05-07-2019;DKK;330.740.500;USD;50.000.000;6,6148
09-07-2019;USD;50.000.000;DKK;305.730.000;6,1146
10-07-2019;GBP;2.000.000;DKK;16.649.824;8,3249
10-07-2019;GBP;4.000.000;DKK;33.455.148;8,3638
10-07-2019;TRY;4.000.000;DKK;4.642.000;1,1605
10-07-2019;EUR;44.567.000;USD;50.000.000;0,8913
12-07-2019;DKK;3.129.604;KES;47.562.369;0,0658
12-07-2019;DKK;609.341;INR;6.243.243;0,0976
12-07-2019;DKK;331.867.000;USD;50.000.000;6,6373
16-07-2019;DKK;327.179.430;USD;50.000.000;6,5436
16-07-2019;DKK;18.372.900;JPY;300.000.000;0,0612
16-07-2019;DKK;1.999.122;INR;20.588.276;0,0971
17-07-2019;USD;50.000.000;EUR;44.539.555;0,8908
17-07-2019;JPY;500.000.000;DKK;30.596.500;0,0612
17-07-2019;ZAR;30.000.000;DKK;14.313.000;0,4771
18-07-2019;HUF;500.000.000;DKK;11.467.000;0,0229
18-07-2019;SAR;20.000.000;DKK;35.424.000;1,7712
18-07-2019;JPY;700.000.000;DKK;43.157.100;0,0617
18-07-2019;DKK;224.028.300;EUR;30.000.000;7,4676
18-07-2019;USD;50.000.000;DKK;332.753.000;6,6551
18-07-2019;DKK;521.757;INR;5.351.351;0,0975
22-07-2019;USD;40.000.000;DKK;246.838.588;6,171
22-07-2019;DKK;333.093.675;USD;50.000.000;6,6619
22-07-2019;DKK;2.851.847;MAD;4.075.406;0,6998
22-07-2019;DKK;732.915;RSD;11.494.367;0,0638
22-07-2019;DKK;646.073;RSD;10.132.409;0,0638
23-07-2019;USD;30.000.000;DKK;186.079.800;6,2027
23-07-2019;DKK;14.021.194;INR;144.697.567;0,0969
23-07-2019;DKK;1.409.412;INR;14.560.040;0,0968
23-07-2019;DKK;5.446.134;INR;56.261.717;0,0968
23-07-2019;DKK;7.129.846;INR;73.655.434;0,0968
24-07-2019;DKK;327.460.345;USD;50.000.000;6,5492
24-07-2019;DKK;520.571;INR;5.372.247;0,0969
24-07-2019;JPY;500.000.000;DKK;30.856.500;0,0617
24-07-2019;DKK;28.330.000;SEK;40.000.000;0,7083
25-07-2019;JPY;500.000.000;DKK;30.883.500;0,0618
26-07-2019;DKK;327.473.670;USD;50.000.000;6,5495
26-07-2019;DKK;196.549.470;USD;30.000.000;6,5516
26-07-2019;DKK;7.099.052;ILS;3.750.358;1,8929
26-07-2019;DKK;5.946.796;ILS;3.141.632;1,8929
29-07-2019;USD;30.000.000;DKK;184.692.900;6,1564
29-07-2019;DKK;332.687.910;USD;50.000.000;6,6538
29-07-2019;CNH;50.000.000;DKK;47.495.050;0,9499
29-07-2019;CNH;50.000.000;DKK;47.495.000;0,9499
29-07-2019;USD;50.000.000;DKK;330.028.460;6,6006
29-07-2019;USD;50.000.000;DKK;335.297.500;6,706
30-07-2019;CNH;70.000.000;DKK;62.960.450;0,8994
30-07-2019;JPY;600.000.000;DKK;37.047.498;0,0617
30-07-2019;HKD;15.000.000;DKK;12.870.000;0,858
30-07-2019;NOK;30.000.000;DKK;23.116.500;0,7706
31-07-2019;DKK;41.622.784;GBP;5.000.000;8,3246
31-07-2019;JPY;1.000.000.000;DKK;56.563.000;0,0566
01-08-2019;DKK;333.462.215;USD;50.000.000;6,6692
01-08-2019;DKK;873.645;INR;8.914.744;0,098
01-08-2019;DKK;149.311;RSD;2.343.977;0,0637
01-08-2019;DKK;385.621;RSD;6.053.697;0,0637
05-08-2019;EUR;40.000.000;DKK;298.642.400;7,4661
05-08-2019;USD;50.000.000;DKK;338.307.000;6,7661
06-08-2019;DKK;36.644.000;AED;20.000.000;1,8322
06-08-2019;JPY;1.000.000.000;DKK;62.935.000;0,0629
07-08-2019;DKK;338.252.600;USD;50.000.000;6,7651
07-08-2019;DKK;546.520;INR;5.692.921;0,096
07-08-2019;JPY;600.000.000;DKK;37.824.000;0,063
07-08-2019;SEK;50.000.000;DKK;34.693.500;0,6939
07-08-2019;NOK;20.000.000;DKK;14.974.600;0,7487
07-08-2019;AUD;10.000.000;DKK;45.195.000;4,5195
12-08-2019;GBP;2.000.000;DKK;16.608.720;8,3044
12-08-2019;GBP;2.000.000;DKK;16.306.847;8,1534
12-08-2019;SEK;25.000.000;DKK;17.344.500;0,6938
13-08-2019;DKK;333.177.000;USD;50.000.000;6,6635
14-08-2019;JPY;300.000.000;DKK;19.002.000;0,0633
16-08-2019;DKK;2.287.105;HUF;100.000.000;0,0229
19-08-2019;USD;50.000.000;DKK;333.018.060;6,6604
19-08-2019;USD;50.000.000;DKK;334.429.000;6,6886
20-08-2019;DKK;47.780.000;CNH;50.000.000;0,9556
20-08-2019;JPY;500.000.000;DKK;31.676.500;0,0634
21-08-2019;DKK;3.091.244;KES;46.695.533;0,0662
21-08-2019;DKK;133.364;RSD;2.094.276;0,0637
21-08-2019;DKK;685.072;RSD;10.758.038;0,0637
21-08-2019;DKK;1.225.232;RSD;19.240.447;0,0637
23-08-2019;DKK;3.440.522;MAD;4.888.146;0,7039
23-08-2019;DKK;20.204.848;RON;12.783.833;1,5805
23-08-2019;DKK;3.185.392;INR;33.459.995;0,0952
26-08-2019;USD;40.000.000;DKK;248.918.720;6,223
26-08-2019;EUR;25.000.000;DKK;186.391.500;7,4557
27-08-2019;DKK;331.600.015;USD;50.000.000;6,632
27-08-2019;GBP;2.000.000;DKK;16.364.600;8,1823
28-08-2019;PLN;30.000.000;DKK;51.279.000;1,7093
28-08-2019;EUR;879.925;DKK;6.560.721;7,456
29-08-2019;CNH;50.000.000;DKK;48.214.550;0,9643
29-08-2019;CNH;50.000.000;DKK;47.785.350;0,9557
29-08-2019;USD;50.000.000;DKK;335.476.500;6,7095
29-08-2019;USD;50.000.000;DKK;335.755.000;6,7151
30-08-2019;JPY;1.000.000.000;EUR;7.858.114;127,257
30-08-2019;JPY;500.000.000;DKK;29.325.500;0,0587
30-08-2019;DKK;336.709.520;USD;50.000.000;6,7342
03-09-2019;JPY;500.000.000;DKK;31.668.540;0,0633
03-09-2019;RUB;500.000.000;DKK;50.415.000;0,1008
03-09-2019;USD;50.000.000;DKK;336.696.000;6,7339
03-09-2019;DKK;401.663;RSD;6.315.457;0,0636
03-09-2019;DKK;136.996;RSD;2.154.031;0,0636
03-09-2019;USD;50.000.000;DKK;337.741.500;6,7548
04-09-2019;EUR;30.000.000;DKK;223.689.000;7,4563
04-09-2019;JPY;500.000.000;DKK;31.953.000;0,0639
05-09-2019;HUF;500.000.000;DKK;11.265.000;0,0225
05-09-2019;SEK;50.000.000;DKK;34.508.000;0,6902
05-09-2019;DKK;2.551.197;INR;26.826.464;0,0951
06-09-2019;HUF;500.000.000;DKK;11.337.000;0,0227
06-09-2019;NOK;35.000.000;DKK;26.150.950;0,7472
09-09-2019;DKK;28.863.807;AED;15.674.925;1,8414
09-09-2019;USD;50.000.000;DKK;337.427.000;6,7485
09-09-2019;USD;30.000.000;DKK;202.213.200;6,7404
10-09-2019;CNH;50.000.000;DKK;47.605.000;0,9521
13-09-2019;DKK;3.296.777;HRK;3.263.813;1,0101
13-09-2019;JPY;300.000.000;DKK;18.885.300;0,063
13-09-2019;DKK;203.450.100;USD;30.000.000;6,7817
16-09-2019;USD;30.000.000;DKK;203.401.665;6,7801
17-09-2019;DKK;337.364.340;USD;50.000.000;6,7473
17-09-2019;JPY;500.000.000;DKK;31.575.500;0,0632
17-09-2019;DKK;1.040.987;LKR;27.612.389;0,0377
17-09-2019;DKK;3.300.319;KES;49.554.335;0,0666
17-09-2019;DKK;336.282.000;USD;50.000.000;6,7256
17-09-2019;DKK;336.424.500;USD;50.000.000;6,7285
17-09-2019;DKK;337.055.505;USD;50.000.000;6,7411
18-09-2019;GBP;2.000.000;DKK;16.869.880;8,4349
18-09-2019;JPY;500.000.000;DKK;31.389.000;0,0628
19-09-2019;USD;50.000.000;DKK;337.695.275;6,7539
19-09-2019;USD;50.000.000;DKK;336.228.110;6,7246
19-09-2019;USD;50.000.000;DKK;336.370.860;6,7274
19-09-2019;USD;50.000.000;DKK;336.999.190;6,74
19-09-2019;DKK;681.720;RSD;10.668.538;0,0639
19-09-2019;DKK;1.012.294;RSD;15.841.845;0,0639
19-09-2019;USD;50.000.000;DKK;338.756.500;6,7751
23-09-2019;DKK;3.107.055;MAD;4.414.747;0,7038
24-09-2019;DKK;338.607.770;USD;50.000.000;6,7722
25-09-2019;DKK;333.413.925;USD;50.000.000;6,6683
25-09-2019;SAR;20.000.000;DKK;35.998.000;1,7999
25-09-2019;DKK;339.860.000;USD;50.000.000;6,7972
25-09-2019;JPY;400.000.000;DKK;25.269.600;0,0632
26-09-2019;USD;50.000.000;DKK;339.833.740;6,7967
27-09-2019;NOK;10.000.000;DKK;7.518.900;0,7519
30-09-2019;JPY;1.000.000.000;DKK;57.824.000;0,0578
30-09-2019;JPY;500.000.000;DKK;28.951.000;0,0579
30-09-2019;USD;50.000.000;DKK;339.619.500;6,7924
30-09-2019;JPY;1.000.000.000;DKK;63.338.000;0,0633
30-09-2019;JPY;300.000.000;DKK;19.010.100;0,0634
30-09-2019;USD;50.000.000;DKK;341.102.000;6,822
30-09-2019;EUR;40.000.000;DKK;298.627.796;7,4657
02-10-2019;DKK;384.265;RSD;6.026.745;0,0638
03-10-2019;DKK;7.866.000;RON;5.000.000;1,5732
03-10-2019;SEK;50.000.000;DKK;34.535.500;0,6907
03-10-2019;ZAR;40.000.000;DKK;17.904.000;0,4476
04-10-2019;CAD;3.000.000;DKK;15.276.602;5,0922
04-10-2019;AUD;10.000.000;DKK;45.650.000;4,565
04-10-2019;NOK;25.000.000;DKK;18.683.750;0,7474
07-10-2019;DKK;339.379.895;USD;50.000.000;6,7876
07-10-2019;DKK;3.530.502;INR;36.712.576;0,0962
07-10-2019;DKK;74.664.351;EUR;10.000.000;7,4664
08-10-2019;DKK;15.107.707;AED;8.152.667;1,8531
09-10-2019;DKK;19.938.556;AED;10.758.988;1,8532
09-10-2019;DKK;339.914.000;USD;50.000.000;6,7983
11-10-2019;DKK;68.435.900;CHF;10.000.000;6,8436
24-10-2019;USD;50.000.000;DKK;339.510.455;6,7902
28-10-2019;CNH;100.000.000;DKK;92.712.500;0,9271
28-10-2019;DKK;47.374.300;CNH;50.000.000;0,9475
30-10-2019;CNH;50.000.000;DKK;45.815.050;0,9163
30-10-2019;CNH;50.000.000;DKK;47.819.400;0,9564
31-10-2019;GBP;3.000.000;DKK;24.567.420;8,1891
31-10-2019;GBP;3.000.000;DKK;25.124.702;8,3749
31-10-2019;JPY;500.000.000;DKK;28.839.600;0,0577
31-10-2019;JPY;500.000.000;DKK;29.314.500;0,0586
31-10-2019;JPY;500.000.000;DKK;29.427.000;0,0589
27-11-2019;CNH;50.000.000;DKK;46.869.850;0,9374
27-11-2019;CNH;50.000.000;DKK;47.500.250;0,95
27-11-2019;CNH;50.000.000;DKK;47.628.400;0,9526
29-11-2019;JPY;1.000.000.000;DKK;57.745.500;0,0577
29-11-2019;JPY;700.000.000;DKK;39.396.700;0,0563
29-11-2019;JPY;1.000.000.000;EUR;7.711.884;129,67
29-11-2019;CNH;100.000.000;DKK;94.836.200;0,9484
30-11-2019;GBP;5.000.000;DKK;42.080.000;8,416
30-11-2019;DKK;12.697.650;GBP;1.500.000;8,4651
09-12-2019;USD;30.000.000;DKK;191.633.598;6,3878
20-12-2019;USD;20.000.000;DKK;127.072.640;6,3536
27-12-2019;CAD;3.000.000;DKK;14.982.856;4,9943
27-12-2019;DKK;331.080.700;USD;50.000.000;6,6216
30-12-2019;JPY;600.000.000;DKK;33.924.600;0,0565
30-12-2019;JPY;200.000.000;DKK;11.314.800;0,0566
30-12-2019;DKK;63.268.480;JPY;1.000.000.000;0,0633
30-12-2019;GBP;2.000.000;DKK;16.713.908;8,357
30-12-2019;DKK;8.416.300;GBP;1.000.000;8,4163
22-01-2020;CNH;30.000.000;DKK;28.445.460;0,9482
31-01-2020;GBP;2.000.000;DKK;16.353.340;8,1767
31-01-2020;JPY;500.000.000;DKK;29.095.000;0,0582
31-01-2020;JPY;800.000.000;DKK;46.524.000;0,0582
31-01-2020;GBP;8.000.000;DKK;66.120.800;8,2651
31-01-2020;DKK;33.296.000;GBP;4.000.000;8,324
14-02-2020;CAD;1.000.000;DKK;4.995.378;4,9954
19-02-2020;USD;40.000.000;DKK;256.253.636;6,4063
28-02-2020;JPY;1.000.000.000;EUR;7.799.156;128,219
28-02-2020;CAD;2.000.000;DKK;9.730.982;4,8655
28-02-2020;GBP;10.000.000;DKK;82.341.000;8,2341
28-02-2020;DKK;16.324.200;GBP;2.000.000;8,1621
30-03-2020;USD;30.000.000;DKK;194.796.498;6,4932
31-03-2020;JPY;1.000.000.000;DKK;59.752.000;0,0598
31-03-2020;JPY;1.000.000.000;DKK;59.444.000;0,0594
31-03-2020;GBP;1.000.000;DKK;8.091.200;8,0912
31-03-2020;DKK;8.315.000;GBP;1.000.000;8,315
06-04-2020;USD;50.000.000;DKK;324.624.870;6,4925
15-04-2020;USD;50.000.000;DKK;326.587.980;6,5318
17-04-2020;CAD;3.000.000;DKK;14.918.186;4,9727
21-04-2020;DKK;329.379.850;USD;50.000.000;6,5876
28-04-2020;DKK;329.482.995;USD;50.000.000;6,5897
30-04-2020;GBP;6.000.000;DKK;50.970.600;8,4951
30-04-2020;DKK;24.655.500;GBP;3.000.000;8,2185
04-05-2020;USD;50.000.000;DKK;323.861.505;6,4772
05-05-2020;DKK;330.331.510;USD;50.000.000;6,6066
12-05-2020;DKK;331.076.900;USD;50.000.000;6,6215
13-05-2020;USD;50.000.000;DKK;325.647.495;6,5129
18-05-2020;USD;50.000.000;DKK;326.808.495;6,5362
20-05-2020;USD;20.000.000;DKK;131.051.138;6,5526
27-05-2020;USD;40.000.000;DKK;261.346.436;6,5337
29-05-2020;JPY;700.000.000;DKK;41.202.000;0,0589
29-05-2020;JPY;600.000.000;EUR;4.823.384;124,394
29-05-2020;CAD;4.000.000;DKK;19.902.896;4,9757
31-05-2020;GBP;9.000.000;DKK;74.889.000;8,321
31-05-2020;DKK;67.372.800;GBP;8.000.000;8,4216
02-06-2020;USD;25.000.000;DKK;163.017.443;6,5207
02-06-2020;DKK;334.691.380;USD;50.000.000;6,6938
03-06-2020;USD;50.000.000;DKK;329.459.405;6,5892
19-06-2020;CAD;3.000.000;DKK;15.101.339;5,0338
24-06-2020;CNH;50.000.000;DKK;46.345.500;0,9269
30-06-2020;JPY;400.000.000;EUR;3.182.762;125,677
30-06-2020;JPY;500.000.000;DKK;30.018.940;0,06
30-06-2020;CNH;50.000.000;DKK;45.896.850;0,9179
30-06-2020;GBP;4.000.000;DKK;33.776.000;8,444
30-06-2020;DKK;24.337.500;GBP;3.000.000;8,1125
31-07-2020;GBP;2.000.000;DKK;16.425.204;8,2126
31-07-2020;CNH;50.000.000;DKK;46.136.900;0,9227
31-07-2020;CNH;50.000.000;DKK;45.980.850;0,9196
31-07-2020;GBP;5.000.000;DKK;42.560.000;8,512
31-07-2020;DKK;16.649.000;GBP;2.000.000;8,3245
31-08-2020;JPY;500.000.000;DKK;30.587.510;0,0612
31-08-2020;GBP;8.000.000;DKK;65.400.000;8,175
31-08-2020;DKK;40.750.000;GBP;5.000.000;8,15
30-09-2020;JPY;300.000.000;DKK;18.166.074;0,0606
30-09-2020;JPY;300.000.000;DKK;18.275.442;0,0609
30-09-2020;GBP;3.000.000;DKK;23.823.000;7,941
30-09-2020;DKK;11.982.000;GBP;1.500.000;7,988
